yyyy-mm-dd hh:mm:ss,W/m²
2020-06-02 13:45:00,410.8
2020-06-02 14:00:00,408.2
2020-06-02 14:15:00,831.2
2020-06-02 14:30:00,366.1333333333333
2020-06-02 14:45:00,475.26666666666665
2020-06-02 15:00:00,545.0666666666667
2020-06-02 15:15:00,216.26666666666668
2020-06-02 15:30:00,636.6
2020-06-02 15:45:00,371.8666666666667
2020-06-02 16:00:00,486.6666666666667
2020-06-02 16:15:00,593.2666666666667
2020-06-02 16:30:00,588.7333333333333
2020-06-02 16:45:00,434.3333333333333
2020-06-02 17:00:00,430.8666666666667
2020-06-02 17:15:00,528
2020-06-02 17:30:00,393.8666666666667
2020-06-02 17:45:00,425.26666666666665
2020-06-02 18:00:00,428.8666666666667
2020-06-02 18:15:00,250.13333333333333
2020-06-02 18:30:00,369.06666666666666
2020-06-02 18:45:00,310.6666666666667
2020-06-02 19:00:00,268.3333333333333
2020-06-02 19:15:00,215.73333333333332
2020-06-02 19:30:00,177.53333333333333
2020-06-02 19:45:00,140.26666666666668
2020-06-02 20:00:00,109.26666666666667
2020-06-02 20:15:00,76.33333333333333
2020-06-02 20:30:00,47.6
2020-06-02 20:45:00,22.133333333333333
2020-06-02 21:00:00,8.066666666666666
2020-06-02 21:15:00,1.3333333333333333
2020-06-02 21:30:00,0
2020-06-02 21:45:00,0
2020-06-02 22:00:00,0
2020-06-02 22:15:00,0
2020-06-02 22:30:00,0
2020-06-02 22:45:00,0
2020-06-02 23:00:00,0
2020-06-02 23:15:00,0
2020-06-02 23:30:00,0
2020-06-02 23:45:00,0
2020-06-03 00:00:00,0
2020-06-03 00:15:00,0
2020-06-03 00:30:00,0
2020-06-03 00:45:00,0
2020-06-03 01:00:00,0
2020-06-03 01:15:00,0
2020-06-03 01:30:00,0
2020-06-03 01:45:00,0
2020-06-03 02:00:00,0
2020-06-03 02:15:00,0
2020-06-03 02:30:00,0
2020-06-03 02:45:00,0
2020-06-03 03:00:00,0
2020-06-03 03:15:00,0
2020-06-03 03:30:00,0
2020-06-03 03:45:00,0
2020-06-03 04:00:00,0
2020-06-03 04:15:00,0
2020-06-03 04:30:00,0
2020-06-03 04:45:00,5.333333333333333
2020-06-03 05:00:00,15.733333333333333
2020-06-03 05:15:00,30.133333333333333
2020-06-03 05:30:00,43.733333333333334
2020-06-03 05:45:00,74.33333333333333
2020-06-03 06:00:00,104.53333333333333
2020-06-03 06:15:00,148.4
2020-06-03 06:30:00,186.4
2020-06-03 06:45:00,224.13333333333333
2020-06-03 07:00:00,265.06666666666666
2020-06-03 07:15:00,278.3333333333333
2020-06-03 07:30:00,209
2020-06-03 07:45:00,386.53333333333336
2020-06-03 08:00:00,391.6666666666667
2020-06-03 08:15:00,260.8666666666667
2020-06-03 08:30:00,365.6
2020-06-03 08:45:00,523.4666666666667
2020-06-03 09:00:00,583
2020-06-03 09:15:00,635.6
2020-06-03 09:30:00,645.6666666666666
2020-06-03 09:45:00,691.7333333333333
2020-06-03 10:00:00,718.5333333333333
2020-06-03 10:15:00,741.2666666666667
2020-06-03 10:30:00,770.4666666666667
2020-06-03 10:45:00,803.6666666666666
2020-06-03 11:00:00,818.9333333333333
2020-06-03 11:15:00,842.6
2020-06-03 11:30:00,859.5333333333333
2020-06-03 11:45:00,872.3333333333334
2020-06-03 12:00:00,885.5333333333333
2020-06-03 12:15:00,890.6666666666666
2020-06-03 12:30:00,906.2
2020-06-03 12:45:00,894.7333333333333
2020-06-03 13:00:00,882.5333333333333
2020-06-03 13:15:00,892.2666666666667
2020-06-03 13:30:00,903.6
2020-06-03 13:45:00,897.6666666666666
2020-06-03 14:00:00,890.6
2020-06-03 14:15:00,877.6
2020-06-03 14:30:00,821.0666666666667
2020-06-03 14:45:00,820.4666666666667
2020-06-03 15:00:00,782.9333333333333
2020-06-03 15:15:00,777.4
2020-06-03 15:30:00,763.8666666666667
2020-06-03 15:45:00,744.2
2020-06-03 16:00:00,713.4
2020-06-03 16:15:00,680.6
2020-06-03 16:30:00,648.5333333333333
2020-06-03 16:45:00,615.2666666666667
2020-06-03 17:00:00,544.5333333333333
2020-06-03 17:15:00,513.4666666666667
2020-06-03 17:30:00,508.53333333333336
2020-06-03 17:45:00,452.3333333333333
2020-06-03 18:00:00,367.1333333333333
2020-06-03 18:15:00,231.86666666666667
2020-06-03 18:30:00,116.13333333333334
2020-06-03 18:45:00,147.8
2020-06-03 19:00:00,155.53333333333333
2020-06-03 19:15:00,134
2020-06-03 19:30:00,104.46666666666667
2020-06-03 19:45:00,79.2
2020-06-03 20:00:00,57.8
2020-06-03 20:15:00,46.2
2020-06-03 20:30:00,34.6
2020-06-03 20:45:00,18.4
2020-06-03 21:00:00,5.533333333333333
2020-06-03 21:15:00,0
2020-06-03 21:30:00,0
2020-06-03 21:45:00,0
2020-06-03 22:00:00,0
2020-06-03 22:15:00,0
2020-06-03 22:30:00,0
2020-06-03 22:45:00,0
2020-06-03 23:00:00,0
2020-06-03 23:15:00,0
2020-06-03 23:30:00,0
2020-06-03 23:45:00,0
2020-06-04 00:00:00,0
2020-06-04 00:15:00,0
2020-06-04 00:30:00,0
2020-06-04 00:45:00,0
2020-06-04 01:00:00,0
2020-06-04 01:15:00,0
2020-06-04 01:30:00,0
2020-06-04 01:45:00,0
2020-06-04 02:00:00,0
2020-06-04 02:15:00,0
2020-06-04 02:30:00,0
2020-06-04 02:45:00,0
2020-06-04 03:00:00,0
2020-06-04 03:15:00,0
2020-06-04 03:30:00,0
2020-06-04 03:45:00,0
2020-06-04 04:00:00,0
2020-06-04 04:15:00,0
2020-06-04 04:30:00,2.7333333333333334
2020-06-04 04:45:00,8.6
2020-06-04 05:00:00,24
2020-06-04 05:15:00,37.8
2020-06-04 05:30:00,45.8
2020-06-04 05:45:00,51.666666666666664
2020-06-04 06:00:00,54.46666666666667
2020-06-04 06:15:00,79.6
2020-06-04 06:30:00,128.4
2020-06-04 06:45:00,233.06666666666666
2020-06-04 07:00:00,198.13333333333333
2020-06-04 07:15:00,93
2020-06-04 07:30:00,206.33333333333334
2020-06-04 07:45:00,379.53333333333336
2020-06-04 08:00:00,263.4
2020-06-04 08:15:00,430.8
2020-06-04 08:30:00,300.6666666666667
2020-06-04 08:45:00,297.2
2020-06-04 09:00:00,268.2
2020-06-04 09:15:00,483.46666666666664
2020-06-04 09:30:00,662.8666666666667
2020-06-04 09:45:00,668.4
2020-06-04 10:00:00,315.73333333333335
2020-06-04 10:15:00,328.46666666666664
2020-06-04 10:30:00,655.6666666666666
2020-06-04 10:45:00,821.2
2020-06-04 11:00:00,731.2666666666667
2020-06-04 11:15:00,826.4
2020-06-04 11:30:00,783.2
2020-06-04 11:45:00,748.8666666666667
2020-06-04 12:00:00,601.2666666666667
2020-06-04 12:15:00,492.8
2020-06-04 12:30:00,666.8
2020-06-04 12:45:00,622.8666666666667
2020-06-04 13:00:00,443.6666666666667
2020-06-04 13:15:00,477.06666666666666
2020-06-04 13:30:00,481.3333333333333
2020-06-04 13:45:00,822.1333333333333
2020-06-04 14:00:00,921.9333333333333
2020-06-04 14:15:00,427.06666666666666
2020-06-04 14:30:00,353.8
2020-06-04 14:45:00,340.8666666666667
2020-06-04 15:00:00,229.86666666666667
2020-06-04 15:15:00,114.6
2020-06-04 15:30:00,158.33333333333334
2020-06-04 15:45:00,155.33333333333334
2020-06-04 16:00:00,63.06666666666667
2020-06-04 16:15:00,49.93333333333333
2020-06-04 16:30:00,95.4
2020-06-04 16:45:00,150.66666666666666
2020-06-04 17:00:00,190.4
2020-06-04 17:15:00,222.26666666666668
2020-06-04 17:30:00,141.53333333333333
2020-06-04 17:45:00,85.53333333333333
2020-06-04 18:00:00,71
2020-06-04 18:15:00,44.333333333333336
2020-06-04 18:30:00,38.4
2020-06-04 18:45:00,40.86666666666667
2020-06-04 19:00:00,33.86666666666667
2020-06-04 19:15:00,28.533333333333335
2020-06-04 19:30:00,25.466666666666665
2020-06-04 19:45:00,11.6
2020-06-04 20:00:00,22.066666666666666
2020-06-04 20:15:00,13.133333333333333
2020-06-04 20:30:00,7
2020-06-04 20:45:00,3.8666666666666667
2020-06-04 21:00:00,1.8666666666666667
2020-06-04 21:15:00,0
2020-06-04 21:30:00,0
2020-06-04 21:45:00,0
2020-06-04 22:00:00,0
2020-06-04 22:15:00,0
2020-06-04 22:30:00,0
2020-06-04 22:45:00,0
2020-06-04 23:00:00,0
2020-06-04 23:15:00,0
2020-06-04 23:30:00,0
2020-06-04 23:45:00,0
2020-06-05 00:00:00,0
2020-06-05 00:15:00,0
2020-06-05 00:30:00,0
2020-06-05 00:45:00,0
2020-06-05 01:00:00,0
2020-06-05 01:15:00,0
2020-06-05 01:30:00,0
2020-06-05 01:45:00,0
2020-06-05 02:00:00,0
2020-06-05 02:15:00,0
2020-06-05 02:30:00,0
2020-06-05 02:45:00,0
2020-06-05 03:00:00,0
2020-06-05 03:15:00,0
2020-06-05 03:30:00,0
2020-06-05 03:45:00,0
2020-06-05 04:00:00,0
2020-06-05 04:15:00,0
2020-06-05 04:30:00,0
2020-06-05 04:45:00,0
2020-06-05 05:00:00,0
2020-06-05 05:15:00,0
2020-06-05 05:30:00,2.466666666666667
2020-06-05 05:45:00,11.066666666666666
2020-06-05 06:00:00,14.733333333333333
2020-06-05 06:15:00,22.866666666666667
2020-06-05 06:30:00,40.4
2020-06-05 06:45:00,50.46666666666667
2020-06-05 07:00:00,77.8
2020-06-05 07:15:00,79.73333333333333
2020-06-05 07:30:00,83.46666666666667
2020-06-05 07:45:00,140.13333333333333
2020-06-05 08:00:00,112.4
2020-06-05 08:15:00,151.33333333333334
2020-06-05 08:30:00,183.2
2020-06-05 08:45:00,84.53333333333333
2020-06-05 09:00:00,83.53333333333333
2020-06-05 09:15:00,136.6
2020-06-05 09:30:00,97.2
2020-06-05 09:45:00,109.73333333333333
2020-06-05 10:00:00,172.46666666666667
2020-06-05 10:15:00,233.73333333333332
2020-06-05 10:30:00,329.8666666666667
2020-06-05 10:45:00,465.26666666666665
2020-06-05 11:00:00,356.8666666666667
2020-06-05 11:15:00,421.2
2020-06-05 11:30:00,624.9333333333333
2020-06-05 11:45:00,156.93333333333334
2020-06-05 12:00:00,196.2
2020-06-05 12:15:00,355.6
2020-06-05 12:30:00,408.46666666666664
2020-06-05 12:45:00,391.3333333333333
2020-06-05 13:00:00,129.06666666666666
2020-06-05 13:15:00,255.66666666666666
2020-06-05 13:30:00,345.1333333333333
2020-06-05 13:45:00,678.2
2020-06-05 14:00:00,575.1333333333333
2020-06-05 14:15:00,158.86666666666667
2020-06-05 14:30:00,128.53333333333333
2020-06-05 14:45:00,95.26666666666667
2020-06-05 15:00:00,394.2
2020-06-05 15:15:00,576.4
2020-06-05 15:30:00,847.4
2020-06-05 15:45:00,445.53333333333336
2020-06-05 16:00:00,580.1333333333333
2020-06-05 16:15:00,492.6666666666667
2020-06-05 16:30:00,270.6666666666667
2020-06-05 16:45:00,220.53333333333333
2020-06-05 17:00:00,348.1333333333333
2020-06-05 17:15:00,591.5333333333333
2020-06-05 17:30:00,520.4
2020-06-05 17:45:00,493.3333333333333
2020-06-05 18:00:00,439.8666666666667
2020-06-05 18:15:00,346.26666666666665
2020-06-05 18:30:00,351.73333333333335
2020-06-05 18:45:00,212.93333333333334
2020-06-05 19:00:00,86.13333333333334
2020-06-05 19:15:00,52.06666666666667
2020-06-05 19:30:00,124.46666666666667
2020-06-05 19:45:00,62.8
2020-06-05 20:00:00,45.86666666666667
2020-06-05 20:15:00,44.2
2020-06-05 20:30:00,22.6
2020-06-05 20:45:00,15.333333333333334
2020-06-05 21:00:00,7.266666666666667
2020-06-05 21:15:00,1.4666666666666668
2020-06-05 21:30:00,0
2020-06-05 21:45:00,0
2020-06-05 22:00:00,0
2020-06-05 22:15:00,0
2020-06-05 22:30:00,0
2020-06-05 22:45:00,0
2020-06-05 23:00:00,0
2020-06-05 23:15:00,0
2020-06-05 23:30:00,0
2020-06-05 23:45:00,0
2020-06-06 00:00:00,0
2020-06-06 00:15:00,0
2020-06-06 00:30:00,0
2020-06-06 00:45:00,0
2020-06-06 01:00:00,0
2020-06-06 01:15:00,0
2020-06-06 01:30:00,0
2020-06-06 01:45:00,0
2020-06-06 02:00:00,0
2020-06-06 02:15:00,0
2020-06-06 02:30:00,0
2020-06-06 02:45:00,0
2020-06-06 03:00:00,0
2020-06-06 03:15:00,0
2020-06-06 03:30:00,0
2020-06-06 03:45:00,0
2020-06-06 04:00:00,0
2020-06-06 04:15:00,0
2020-06-06 04:30:00,1.2
2020-06-06 04:45:00,6.733333333333333
2020-06-06 05:00:00,19.133333333333333
2020-06-06 05:15:00,37.93333333333333
2020-06-06 05:30:00,63.06666666666667
2020-06-06 05:45:00,100
2020-06-06 06:00:00,120.46666666666667
2020-06-06 06:15:00,144.53333333333333
2020-06-06 06:30:00,197.13333333333333
2020-06-06 06:45:00,242.93333333333334
2020-06-06 07:00:00,283
2020-06-06 07:15:00,320.93333333333334
2020-06-06 07:30:00,338.73333333333335
2020-06-06 07:45:00,403.6
2020-06-06 08:00:00,450.6666666666667
2020-06-06 08:15:00,341.8
2020-06-06 08:30:00,328.8666666666667
2020-06-06 08:45:00,576.1333333333333
2020-06-06 09:00:00,499
2020-06-06 09:15:00,658.6666666666666
2020-06-06 09:30:00,425.26666666666665
2020-06-06 09:45:00,608.0666666666667
2020-06-06 10:00:00,373.2
2020-06-06 10:15:00,616.1333333333333
2020-06-06 10:30:00,663.7333333333333
2020-06-06 10:45:00,755.3333333333334
2020-06-06 11:00:00,875.2
2020-06-06 11:15:00,750.9333333333333
2020-06-06 11:30:00,616.8
2020-06-06 11:45:00,497.8666666666667
2020-06-06 12:00:00,728.8666666666667
2020-06-06 12:15:00,708.8666666666667
2020-06-06 12:30:00,783.1333333333333
2020-06-06 12:45:00,907.7333333333333
2020-06-06 13:00:00,913
2020-06-06 13:15:00,1045.2
2020-06-06 13:30:00,750.5333333333333
2020-06-06 13:45:00,956.4
2020-06-06 14:00:00,648.7333333333333
2020-06-06 14:15:00,307
2020-06-06 14:30:00,641.6
2020-06-06 14:45:00,197
2020-06-06 15:00:00,361
2020-06-06 15:15:00,744.9333333333333
2020-06-06 15:30:00,714.8666666666667
2020-06-06 15:45:00,476.06666666666666
2020-06-06 16:00:00,442.2
2020-06-06 16:15:00,429.06666666666666
2020-06-06 16:30:00,709.9333333333333
2020-06-06 16:45:00,488.8
2020-06-06 17:00:00,197
2020-06-06 17:15:00,431.8666666666667
2020-06-06 17:30:00,203.06666666666666
2020-06-06 17:45:00,127.33333333333333
2020-06-06 18:00:00,90.93333333333334
2020-06-06 18:15:00,35.4
2020-06-06 18:30:00,36.4
2020-06-06 18:45:00,51.4
2020-06-06 19:00:00,47.46666666666667
2020-06-06 19:15:00,17.8
2020-06-06 19:30:00,58.8
2020-06-06 19:45:00,62.46666666666667
2020-06-06 20:00:00,63.93333333333333
2020-06-06 20:15:00,64.46666666666667
2020-06-06 20:30:00,60.6
2020-06-06 20:45:00,35.46666666666667
2020-06-06 21:00:00,14.6
2020-06-06 21:15:00,2.933333333333333
2020-06-06 21:30:00,0
2020-06-06 21:45:00,0
2020-06-06 22:00:00,0
2020-06-06 22:15:00,0
2020-06-06 22:30:00,0
2020-06-06 22:45:00,0
2020-06-06 23:00:00,0
2020-06-06 23:15:00,0
2020-06-06 23:30:00,0
2020-06-06 23:45:00,0
2020-06-07 00:00:00,0
2020-06-07 00:15:00,0
2020-06-07 00:30:00,0
2020-06-07 00:45:00,0
2020-06-07 01:00:00,0
2020-06-07 01:15:00,0
2020-06-07 01:30:00,0
2020-06-07 01:45:00,0
2020-06-07 02:00:00,0
2020-06-07 02:15:00,0
2020-06-07 02:30:00,0
2020-06-07 02:45:00,0
2020-06-07 03:00:00,0
2020-06-07 03:15:00,0
2020-06-07 03:30:00,0
2020-06-07 03:45:00,0
2020-06-07 04:00:00,0
2020-06-07 04:15:00,0
2020-06-07 04:30:00,0
2020-06-07 04:45:00,4.666666666666667
2020-06-07 05:00:00,10.6
2020-06-07 05:15:00,21.533333333333335
2020-06-07 05:30:00,37.733333333333334
2020-06-07 05:45:00,52.333333333333336
2020-06-07 06:00:00,75.93333333333334
2020-06-07 06:15:00,59.6
2020-06-07 06:30:00,51.8
2020-06-07 06:45:00,62.6
2020-06-07 07:00:00,89.33333333333333
2020-06-07 07:15:00,92.86666666666666
2020-06-07 07:30:00,96
2020-06-07 07:45:00,148.66666666666666
2020-06-07 08:00:00,115.73333333333333
2020-06-07 08:15:00,185.93333333333334
2020-06-07 08:30:00,178.6
2020-06-07 08:45:00,149.8
2020-06-07 09:00:00,190.73333333333332
2020-06-07 09:15:00,226.13333333333333
2020-06-07 09:30:00,226
2020-06-07 09:45:00,182.33333333333334
2020-06-07 10:00:00,120.46666666666667
2020-06-07 10:15:00,152.73333333333332
2020-06-07 10:30:00,148.93333333333334
2020-06-07 10:45:00,117.86666666666666
2020-06-07 11:00:00,186.4
2020-06-07 11:15:00,259.6666666666667
2020-06-07 11:30:00,451.06666666666666
2020-06-07 11:45:00,429.4
2020-06-07 12:00:00,605.4
2020-06-07 12:15:00,612.4666666666667
2020-06-07 12:30:00,761.7333333333333
2020-06-07 12:45:00,635.2666666666667
2020-06-07 13:00:00,832.0666666666667
2020-06-07 13:15:00,666.3333333333334
2020-06-07 13:30:00,699.4
2020-06-07 13:45:00,498.6666666666667
2020-06-07 14:00:00,453.4
2020-06-07 14:15:00,293.4
2020-06-07 14:30:00,383.3333333333333
2020-06-07 14:45:00,484.4
2020-06-07 15:00:00,490.3333333333333
2020-06-07 15:15:00,406.46666666666664
2020-06-07 15:30:00,425.2
2020-06-07 15:45:00,327
2020-06-07 16:00:00,223.46666666666667
2020-06-07 16:15:00,188.06666666666666
2020-06-07 16:30:00,128.93333333333334
2020-06-07 16:45:00,116.4
2020-06-07 17:00:00,116.4
2020-06-07 17:15:00,118.86666666666666
2020-06-07 17:30:00,132.33333333333334
2020-06-07 17:45:00,125.66666666666667
2020-06-07 18:00:00,78.13333333333334
2020-06-07 18:15:00,72.8
2020-06-07 18:30:00,66.93333333333334
2020-06-07 18:45:00,54.46666666666667
2020-06-07 19:00:00,54
2020-06-07 19:15:00,50
2020-06-07 19:30:00,42.2
2020-06-07 19:45:00,36.46666666666667
2020-06-07 20:00:00,17.933333333333334
2020-06-07 20:15:00,10.866666666666667
2020-06-07 20:30:00,5.266666666666667
2020-06-07 20:45:00,3.3333333333333335
2020-06-07 21:00:00,2.2
2020-06-07 21:15:00,5.666666666666667
2020-06-07 21:30:00,0
2020-06-07 21:45:00,0
2020-06-07 22:00:00,0
2020-06-07 22:15:00,0
2020-06-07 22:30:00,0
2020-06-07 22:45:00,0
2020-06-07 23:00:00,0
2020-06-07 23:15:00,0
2020-06-07 23:30:00,0
2020-06-07 23:45:00,0
2020-06-08 00:00:00,0
2020-06-08 00:15:00,0
2020-06-08 00:30:00,0
2020-06-08 00:45:00,0
2020-06-08 01:00:00,0
2020-06-08 01:15:00,0
2020-06-08 01:30:00,0
2020-06-08 01:45:00,0
2020-06-08 02:00:00,0
2020-06-08 02:15:00,0
2020-06-08 02:30:00,0
2020-06-08 02:45:00,0
2020-06-08 03:00:00,0
2020-06-08 03:15:00,0
2020-06-08 03:30:00,0
2020-06-08 03:45:00,0
2020-06-08 04:00:00,0
2020-06-08 04:15:00,0
2020-06-08 04:30:00,0
2020-06-08 04:45:00,3.466666666666667
2020-06-08 05:00:00,15.733333333333333
2020-06-08 05:15:00,26.2
2020-06-08 05:30:00,63
2020-06-08 05:45:00,82.33333333333333
2020-06-08 06:00:00,107.53333333333333
2020-06-08 06:15:00,118.86666666666666
2020-06-08 06:30:00,196.73333333333332
2020-06-08 06:45:00,234.53333333333333
2020-06-08 07:00:00,273.73333333333335
2020-06-08 07:15:00,315.06666666666666
2020-06-08 07:30:00,357.4
2020-06-08 07:45:00,397.93333333333334
2020-06-08 08:00:00,438.6666666666667
2020-06-08 08:15:00,478.06666666666666
2020-06-08 08:30:00,517.2666666666667
2020-06-08 08:45:00,557.2
2020-06-08 09:00:00,598.2
2020-06-08 09:15:00,603.4666666666667
2020-06-08 09:30:00,683.9333333333333
2020-06-08 09:45:00,707.4666666666667
2020-06-08 10:00:00,761.5333333333333
2020-06-08 10:15:00,791.8
2020-06-08 10:30:00,645.9333333333333
2020-06-08 10:45:00,620.0666666666667
2020-06-08 11:00:00,622.6
2020-06-08 11:15:00,659.6
2020-06-08 11:30:00,802.4
2020-06-08 11:45:00,819.5333333333333
2020-06-08 12:00:00,586.0666666666667
2020-06-08 12:15:00,707.7333333333333
2020-06-08 12:30:00,559.8
2020-06-08 12:45:00,776.6666666666666
2020-06-08 13:00:00,341.8666666666667
2020-06-08 13:15:00,475.8666666666667
2020-06-08 13:30:00,346.1333333333333
2020-06-08 13:45:00,337.2
2020-06-08 14:00:00,832.6666666666666
2020-06-08 14:15:00,537.0666666666667
2020-06-08 14:30:00,651.2666666666667
2020-06-08 14:45:00,726.2666666666667
2020-06-08 15:00:00,629.9333333333333
2020-06-08 15:15:00,361.53333333333336
2020-06-08 15:30:00,497.8666666666667
2020-06-08 15:45:00,716
2020-06-08 16:00:00,455.3333333333333
2020-06-08 16:15:00,287.53333333333336
2020-06-08 16:30:00,248.2
2020-06-08 16:45:00,228.13333333333333
2020-06-08 17:00:00,152.06666666666666
2020-06-08 17:15:00,153.66666666666666
2020-06-08 17:30:00,118.73333333333333
2020-06-08 17:45:00,175.2
2020-06-08 18:00:00,190.8
2020-06-08 18:15:00,111.73333333333333
2020-06-08 18:30:00,85.26666666666667
2020-06-08 18:45:00,58.266666666666666
2020-06-08 19:00:00,42.333333333333336
2020-06-08 19:15:00,42.93333333333333
2020-06-08 19:30:00,43.13333333333333
2020-06-08 19:45:00,38.46666666666667
2020-06-08 20:00:00,55.2
2020-06-08 20:15:00,18.666666666666668
2020-06-08 20:30:00,17.733333333333334
2020-06-08 20:45:00,7.6
2020-06-08 21:00:00,4.466666666666667
2020-06-08 21:15:00,0
2020-06-08 21:30:00,0
2020-06-08 21:45:00,0
2020-06-08 22:00:00,0
2020-06-08 22:15:00,0
2020-06-08 22:30:00,0
2020-06-08 22:45:00,0
2020-06-08 23:00:00,0
2020-06-08 23:15:00,0
2020-06-08 23:30:00,0
2020-06-08 23:45:00,0
2020-06-09 00:00:00,0
2020-06-09 00:15:00,0
2020-06-09 00:30:00,0
2020-06-09 00:45:00,0
2020-06-09 01:00:00,0
2020-06-09 01:15:00,0
2020-06-09 01:30:00,0
2020-06-09 01:45:00,0
2020-06-09 02:00:00,0
2020-06-09 02:15:00,0
2020-06-09 02:30:00,0
2020-06-09 02:45:00,0
2020-06-09 03:00:00,0
2020-06-09 03:15:00,0
2020-06-09 03:30:00,0
2020-06-09 03:45:00,0
2020-06-09 04:00:00,0
2020-06-09 04:15:00,0
2020-06-09 04:30:00,1.0666666666666667
2020-06-09 04:45:00,7.066666666666666
2020-06-09 05:00:00,18.133333333333333
2020-06-09 05:15:00,35.06666666666667
2020-06-09 05:30:00,57.2
